"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
425,"René-Lévesque","Stanley","Ville-Marie",299254.53,5039794.77
426,"René-Lévesque","Sussex/Lambert-Closse","Ville-Marie",298487.99,5038795.92
427,"René-Lévesque","Union","Ville-Marie",299581.66,5040290.73
428,"René-Lévesque","University","Ville-Marie",299537.09,5040221.11
429,"Amherst","René-Lévesque","Ville-Marie",300516.77,5041837.01
430,"Amherst","Saint-Antoine","Ville-Marie",300761.21,5041677.08
431,"Amherst","Viger","Ville-Marie",300707.31,5041713.58
432,"Berri","René-Lévesque","Ville-Marie",300315.22,5041520.81
433,"Berri","Saint-Antoine","Ville-Marie",300598.62,5041359.08
434,"Berri","Viger","Ville-Marie",300502.89,5041400.32
436,"Jean-Paul-Riopel pl.","Saint-Antoine / Saint-Pierre","Ville-Marie",300079.22,5040365.5
437,"Bleury / Jean-Paul-Riopel","Viger","Ville-Marie",299973.88,5040435.74
439,"Hôtel-de-Ville","René-Lévesque","Ville-Marie",300110.9,5041202.38
440,"Panet","René-Lévesque","Ville-Marie",300716.01,5042092.95
441,"René-Lévesque","Saint-Denis","Ville-Marie",300251.84,5041421.57
442,"René-Lévesque","Saint-Hubert","Ville-Marie",300374.69,5041612.41
443,"René-Lévesque","Saint-Laurent","Ville-Marie",299988.14,5040991.82
444,"René-Lévesque","Saint-Urbain","Ville-Marie",299911.31,5040867.03
445,"René-Lévesque","Sanguinet","Ville-Marie",300183.96,5041315.5
446,"René-Lévesque","Visitation","Ville-Marie",300668.94,5042019.44
447,"Jeanne-Mance","Viger","Ville-Marie",300024.53,5040548.57
452,"Jacques-Cartier (pl)","Notre-Dame","Ville-Marie",300579.3,5040926.41
454,"Notre-Dame","Saint-Laurent","Ville-Marie",300453.63,5040699.07
455,"Notre-Dame","Saint-Pierre","Ville-Marie",300222.04,5040268.57
459,"Saint-Denis","Viger","Ville-Marie",300440.76,5041300.13
460,"Saint-Antoine","Saint-Laurent","Ville-Marie",300325.78,5040773.93
461,"Place d'Armes / Saint-Urbain","Saint-Antoine","Ville-Marie",300246.66,5040644.5
462,"Saint-François-Xavier","Saint-Jacques","Ville-Marie",300251.97,5040480.23
464,"Saint-Jacques","Saint-Laurent","Ville-Marie",300395.48,5040731.29
465,"Saint-Jacques","Saint-Pierre","Ville-Marie",300164.54,5040309.07
466,"Saint-Laurent","Viger","Ville-Marie",300213.21,5040846.06
467,"Saint-Urbain","Viger","Ville-Marie",300127.83,5040723.07
468,"Sanguinet","Viger","Ville-Marie",300375.33,5041192.52
470,"Jarry","Joseph-Guibord","Villeray - Saint-Michel - Parc-Extension",296374.66,5047304.06
471,"Amherst","Maisonneuve","Ville-Marie",300226.34,5042024.9
472,"Amherst","Ontario","Ville-Marie",299881.91,5042251.08
474,"Amherst","Sainte-Catherine","Ville-Marie",300341.25,5041950.29
475,"Amherst","Sherbrooke","Ville-Marie",299678.3,5042385.09
477,"Berri","Cherrier","Plateau Mont-Royal",299390.15,5042131.29
479,"Berri","Ontario","Ville-Marie",299738.21,5041903.58
480,"Berri","Roy","Plateau Mont-Royal",299202.15,5042259.09
481,"Berri","Sainte-Catherine","Ville-Marie",300138.01,5041637.58
482,"Berri","Sherbrooke","Plateau Mont-Royal",299567.69,5042011.25
483,"Cherrier / Montcalm","Sherbrooke","Plateau Mont-Royal",299662.25,5042518.52
484,"Cherrier","Parc-La Fontaine","Plateau Mont-Royal",299596.74,5042446.51
485,"Cherrier","Saint-Denis","Plateau Mont-Royal",299314,5042031.74
486,"Cherrier","Saint-Hubert","Plateau Mont-Royal",299448.21,5042217.08
487,"Hôtel-de-Ville","Ontario","Ville-Marie",299638.11,5041506.08
489,"Hôtel-de-Ville","Sherbrooke","Ville-Marie",299447.21,5041629.58
490,"Hôtel-de-Ville","Pins","Plateau Mont-Royal",299054.01,5041887.08
491,"Maisonneuve","250 Est","Ville-Marie",299824.03,5041388.5
493,"Maisonneuve","Saint-Denis","Ville-Marie",299962.84,5041609.76
495,"Maisonneuve","Sanguinet","Ville-Marie",299896.9,5041504.21
497,"Ontario","Saint-Denis","Ville-Marie",299702.81,5041778.58
499,"Ontario","Sanguinet","Ville-Marie",299673.01,5041649.58
500,"Pins","Saint-Denis","Plateau Mont-Royal",299192.62,5042110.46
501,"Rigaud","Saint-Denis","Plateau Mont-Royal",299433.2,5041952.5
502,"Roy","Saint-Denis","Plateau Mont-Royal",299128.61,5042150.08
504,"Saint-André","Sainte-Catherine","Ville-Marie",300260.71,5041828.58
505,"Saint-André","Sherbrooke","Plateau Mont-Royal",299634.26,5042224.33
506,"Saint-Denis","Sainte-Catherine","Ville-Marie",300076.03,5041536.04
507,"Sainte-Catherine","Saint-Hubert","Ville-Marie",300195.81,5041728.08
510,"Saint-Denis","Sherbrooke","Ville-Marie",299529.41,5041890.08
511,"Saint-Hubert","Sherbrooke","Plateau Mont-Royal",299600.11,5042117.33
512,"Sanguinet","Sherbrooke","Ville-Marie",299491.21,5041769.08
513,"Jean-Talon","3835 Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",293611.94,5040488
514,"Beaubien","Parc","Rosemont - Petite-Patrie",295987.1,5043005.24
515,"Beaumont","Parc","Villeray - Saint-Michel - Parc-Extension",295590.3,5043258.5
516,"Bernard","Esplanade","Plateau Mont-Royal",296646.67,5042786.89
517,"Bernard","Parc","Plateau Mont-Royal",296557.53,5042643.53
518,"Bernard","Saint-Laurent","Plateau Mont-Royal",296812.86,5043053.83
519,"Bernard","Saint-Urbain","Plateau Mont-Royal",296733.4,5042920.6
520,"Bullion","Saint-Joseph","Plateau Mont-Royal",297771.61,5042670.12
522,"Coloniale","Pins","Plateau Mont-Royal",298994.31,5041785.08
523,"Côte-Sainte-Catherine","Mont-Royal","Ville-Marie",297747.9,5041766.19
527,"Fairmount","Parc","Plateau Mont-Royal",297176.04,5042282.41
528,"Fairmount","Saint-Laurent","Plateau Mont-Royal",297410.91,5042666.58
530,"Gaspé","Laurier","Plateau Mont-Royal",297673.91,5042772.08
533,"Laurier","Parc","Plateau Mont-Royal",297315.21,5042193.57
534,"Laurier","Saint-Laurent","Plateau Mont-Royal",297552.81,5042574.08
538,"Mont-Royal","Parc","Plateau Mont-Royal",297821.71,5041875.57
539,"Mont-Royal","Saint-Laurent","Plateau Mont-Royal",298051.76,5042246.26
540,"Mont-Royal","Saint-Urbain","Plateau Mont-Royal",297967.41,5042113.08
541,"Sherbrooke","Parc Pointe-aux-Prairies","Rivières-des-Prairies - Pointe-aux-Trembles",304761.84,5060287.5
542,"Parc","Saint-Joseph","Plateau Mont-Royal",297426.05,5042123.73
543,"Parc","Saint-Viateur","Plateau Mont-Royal",296815.11,5042481.57
544,"Parc","Van Horne","Plateau Mont-Royal",296190.97,5042876.5
545,"Parc","Villeneuve","Plateau Mont-Royal",297579.91,5042027.57
546,"Pins","Saint-Laurent","Plateau Mont-Royal",298931.61,5041683.08
547,"Pins","Saint-Urbain","Plateau Mont-Royal",298850.72,5041546.07
548,"Prince-Arthur","Saint-Laurent","Plateau Mont-Royal",299130.16,5041554.82
550,"Rachel","Saint-Laurent","Plateau Mont-Royal",298416.91,5042014.08
551,"Rachel","Saint-Urbain","Plateau Mont-Royal",298330.75,5041882.26
552,"Saint-Cuthbert","Saint-Urbain","Plateau Mont-Royal",298683.22,5041651.95
553,"Saint-Joseph","Saint-Laurent","Plateau Mont-Royal",297663.25,5042499.29
554,"Saint-Joseph","Saint-Urbain","Plateau Mont-Royal",297580.27,5042366.39
555,"Saint-Laurent","Saint-Viateur","Plateau Mont-Royal",297074.38,5042882.04
557,"Saint-Urbain","3650","Plateau Mont-Royal",298947.94,5041483
558,"Saint-Urbain","Saint-Viateur","Plateau Mont-Royal",296990.01,5042750.58
561,"Berri","Saint-Joseph","Plateau Mont-Royal",298015.65,5043056.93
565,"Brébeuf","Laurier","Plateau Mont-Royal",298179.82,5043613.67
566,"Brébeuf","Saint-Joseph","Plateau Mont-Royal",298321.63,5043519.19
570,"Christophe-Colomb","Mont-Royal","Plateau Mont-Royal",298613.2,5043124.09
571,"Christophe-Colomb","Parc-La Fontaine / Rachel","Plateau Mont-Royal",298992.63,5042863.15
572,"Christophe-Colomb","Saint-Joseph","Plateau Mont-Royal",298225.91,5043374.07
574,"Duluth","Saint-Denis","Plateau Mont-Royal",298872.76,5042316.41
576,"Fabre","Saint-Joseph","Plateau Mont-Royal",298486.48,5043768.64
577,"Garnier","Saint-Joseph","Plateau Mont-Royal",298438.34,5043695.51
579,"Gilford","La Roche","Plateau Mont-Royal",298397.7,5043380.59
580,"Gilford","Saint-Denis","Plateau Mont-Royal",298085.97,5042828.5
584,"Calixa-Lavallée","Lanaudière/Rachel","Plateau Mont-Royal",299176.16,5043113.62
585,"Lanaudière","Saint-Joseph","Plateau Mont-Royal",298395.66,5043630.43
586,"La Roche","Laurier","Plateau Mont-Royal",298140.8,5043552.09
589,"La Roche","Rachel","Plateau Mont-Royal",299061.3,5042945.26
590,"La Roche","Saint-Joseph","Plateau Mont-Royal",298281.09,5043457.53
591,"Laurier","Mentana","Plateau Mont-Royal",298018.1,5043353.09
593,"Laurier","Saint-Denis","Plateau Mont-Royal",297810.28,5043007.58
594,"Laurier","Saint-Hubert","Plateau Mont-Royal",297942.9,5043231.09
595,"Marie-Anne","Saint-Denis","Plateau Mont-Royal",298505.73,5042556.15
598,"Rachel","Saint-Hubert","Plateau Mont-Royal",298816.6,5042625.58
599,"Mont-Royal","Saint-Hubert","Plateau Mont-Royal",298454.54,5042884.95
600,"Mont-Royal","Rivard","Plateau Mont-Royal",298362.2,5042737.08
601,"Mont-Royal","Saint-Denis","Plateau Mont-Royal",298322.6,5042675.08
602,"Rachel","Saint-Denis","Plateau Mont-Royal",298692.51,5042435.58
603,"Saint-Jacques","Wilson","Côte-des-Neiges - Notre-Dame-de-Grâce",296290.69,5036340.03
604,"Resther","Saint-Joseph","Plateau Mont-Royal",298044.59,5043100.62
606,"Saint-Denis","Saint-Joseph","Plateau Mont-Royal",297933.97,5042927.73
608,"Saint-Hubert","Saint-Joseph","Plateau Mont-Royal",298075.42,5043147.45
609,"Chabanel","Marché-Central","Ahuntsic - Cartierville",292577.34,5043847.49
611,"Langelier","Rosemont","Mercier - Hochelaga - Maisonneuve",300537.68,5049623.27
612,"Carignan","Rosemont","Mercier - Hochelaga - Maisonneuve",300396.8,5049330.15
616,"Saint-Hubert","Saint-Zotique","Rosemont - Petite-Patrie",296479.4,5044202.32
617,"Papineau","René-Lévesque","Ville-Marie",300913.54,5042385.82
621,"Frontenac","Maisonneuve","Ville-Marie",301126.79,5043412.6
624,"Fullum","Sainte-Catherine","Ville-Marie",301040.1,5043029.59
628,"Lorimier","Maisonneuve","Ville-Marie",300757.1,5042839.59
629,"Lorimier","Sainte-Catherine","Ville-Marie",300865.8,5042768.59
631,"Maisonneuve","Papineau","Ville-Marie",300599.8,5042594.59
633,"Papineau","Sainte-Catherine","Ville-Marie",300709.9,5042521.59
634,"Papineau","Sainte-Rose","Ville-Marie",300802.71,5042459.31
636,"Bordeaux","Ontario","Ville-Marie",300278.28,5043068.58
640,"La Fontaine","Papineau","Ville-Marie",300360.42,5042745.8
641,"Lorimier","Ontario","Ville-Marie",300317.9,5043130.09
642,"Ontario","Papineau","Ville-Marie",300157.3,5042886.09
644,"Bercy","Ontario","Ville-Marie",300782.79,5043865.1
645,"Frontenac","Hochelaga","Ville-Marie",300223.03,5043959.23
648,"Frontenac","Ontario","Ville-Marie",300687.89,5043678.6
649,"Frontenac","Rachel","Plateau Mont-Royal",299878.79,5044166.1
651,"Frontenac","Sherbrooke","Ville-Marie",300035.29,5044072.1
656,"Fullum","Rachel","Plateau Mont-Royal",299712.69,5043913.6
658,"Fullum","Sherbrooke","Ville-Marie",299948.99,5043751.1
659,"Havre","Ontario","Ville-Marie",300721.89,5043736.1
661,"Hochelaga","Iberville","Ville-Marie",300181.68,5043897
663,"Hogan","Rachel","Plateau Mont-Royal",299989.39,5044348.1
669,"Iberville","Rachel","Plateau Mont-Royal",299841.19,5044104.6
670,"Iberville","Rouen","Ville-Marie",300398.72,5043769.5
671,"Iberville","Sherbrooke","Plateau Mont-Royal",300009.29,5044002.6
675,"Parthenais","Sherbrooke","Plateau Mont-Royal",299919.69,5043617.1
681,"Bordeaux","Rachel","Plateau Mont-Royal",299492.39,5043585.1
682,"Bordeaux","Saint-Joseph","Plateau Mont-Royal",298712.35,5044109
683,"Bordeaux","Sherbrooke","Ville-Marie",299858.5,5043345.06
684,"Calixa-Lavallée","Panet/Sherbrooke","Ville-Marie",299724.95,5042746.2
685,"Champlain","Émile-Duployé/Sherbrooke","Ville-Marie",299783.23,5043013.62
686,"Christophe-Colomb","Saint-Grégoire","Plateau Mont-Royal",297751.64,5043634.29
687,"Dorion","Sherbrooke","Ville-Marie",299841.5,5043274
689,"Fullum","Saint-Joseph","Plateau Mont-Royal",298936.45,5044432.4
690,"Gauthier","Lorimier","Plateau Mont-Royal",299702.09,5043543.6
691,"Gauthier","Papineau","Plateau Mont-Royal",299536.12,5043297.18
693,"Gilford","Papineau","Plateau Mont-Royal",298704.96,5043848.2
696,"Laurier","Papineau inter. Nord","Plateau Mont-Royal",298447.4,5044017
698,"Lorimier","Masson","Plateau Mont-Royal",298415.77,5044402.96
700,"Lorimier","Rachel","Plateau Mont-Royal",299538.09,5043653.1
701,"Lorimier","Rouen inter. Sud","Ville-Marie",300099.47,5043277
702,"Lorimier","Saint-Joseph","Plateau Mont-Royal",298756.31,5044175.6
703,"Lorimier","Sherbrooke","Ville-Marie",299876.29,5043429.1
704,"Marie-Anne","Papineau","Plateau Mont-Royal",299154.39,5043549.59
705,"Émile-Duployé","Marquette/Rachel","Plateau Mont-Royal",299319,5043323
706,"Masson","Papineau","Plateau Mont-Royal",298246.09,5044149.59
708,"Mont-Royal","Papineau","Plateau Mont-Royal",298975.61,5043669.52
709,"Papineau","Rachel","Plateau Mont-Royal",299371.69,5043406.09
711,"Papineau","Saint-Joseph","Plateau Mont-Royal",298589,5043924.25
712,"Papineau","Sherbrooke","Ville-Marie",299806.75,5043116.25
713,"Plessis","Sherbrooke","Ville-Marie",299742,5042827.93
714,"Lorimier","René-Lévesque","Ville-Marie",301071.59,5042625.6
715,"Frontenac","Notre-Dame","Ville-Marie",301348.74,5043278.8
716,"Iberville","Notre-Dame","Ville-Marie",301327.92,5043210.33
717,"Lorimier","Notre-Dame/Viger","Ville-Marie",301215.6,5042539.59
718,"Notre-Dame","Panet/Ville-Marie","Ville-Marie",300980.53,5041922
719,"Notre-Dame","Papineau","Ville-Marie",301120.51,5042254.09
720,"Papineau","Viger","Ville-Marie",301053.32,5042293.53
721,"Panet","Viger","Ville-Marie",300893.51,5041977.58
722,"Notre-Dame","Saint-Antoine","Ville-Marie",300959.12,5041828
723,"Parthenais","René-Lévesque","Ville-Marie",301197.6,5042764.59
725,"Bourbonnière","Hochelaga","Mercier - Hochelaga - Maisonneuve",300929.27,5045571.7
727,"Chambly","Hochelaga","Mercier - Hochelaga - Maisonneuve",300822.09,5045301.61
731,"29 e Avenue","Beaubien","Rosemont - Petite-Patrie",298852.17,5047412.08
737,"Hochelaga","Orléans","Mercier - Hochelaga - Maisonneuve",300951.8,5045640.94
738,"Hochelaga","Pie-IX","Mercier - Hochelaga - Maisonneuve",301034.2,5045849.53
741,"Hochelaga","Viau","Mercier - Hochelaga - Maisonneuve",301487.49,5046842.41
745,"Pie-IX","Rouen","Mercier - Hochelaga - Maisonneuve",301302.82,5045726.49
748,"Rouen","Viau","Mercier - Hochelaga - Maisonneuve",301752.5,5046718.11
760,"Davidson","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",301681.53,5044581.84
761,"Davidson","Notre-Dame","Mercier - Hochelaga - Maisonneuve",301831.99,5044519.11
773,"Notre-Dame","Pie-IX","Mercier - Hochelaga - Maisonneuve",302192.97,5045317.69
777,"Notre-Dame","Viau","Mercier - Hochelaga - Maisonneuve",302622.62,5046310.54
778,"Ontario","Pie-IX","Mercier - Hochelaga - Maisonneuve",301581.07,5045599.37
779,"Ontario","Saint-Clément","Mercier - Hochelaga - Maisonneuve",301995,5046509.11
780,"Ontario","Viau","Mercier - Hochelaga - Maisonneuve",302030,5046587.61
782,"Pie-IX","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",302029.42,5045394.01
783,"Sainte-Catherine","Viau","Mercier - Hochelaga - Maisonneuve",302474.4,5046380.62
785,"Aylwin","Sherbrooke","Rosemont - Petite-Patrie",300478.29,5045267.89
787,"Bourbonnière","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",300645.79,5045701.61
788,"Bourbonnière","Rachel","Rosemont - Petite-Patrie",300391.39,5045816.61
790,"Chambly","Sherbrooke","Rosemont - Petite-Patrie",300495.96,5045441.73
791,"Charlemagne","Sherbrooke","Rosemont - Petite-Patrie",300528.75,5045911.75
792,"Henri-Bourassa Est","10 605 est (Sortie Shell)","Rivières-des-Prairies - Pointe-aux-Trembles",301670.5,5056729.5
793,"Davidson","Sherbrooke","Rosemont - Petite-Patrie",300425.09,5045117.11
794,"Dézéry","Rachel","Rosemont - Petite-Patrie",300050.09,5045018.59
795,"Léry (pl)","Sherbrooke","Rosemont - Petite-Patrie",300222.28,5044573.55
796,"Moreau","Sherbrooke","Rosemont - Petite-Patrie",300278.99,5044726.11
797,"Pie-IX","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",300763.95,5045973.69
798,"Pie-IX","Sherbrooke","Rosemont - Petite-Patrie",300538.73,5046077.66
802,"Dézéry","Sherbrooke","Rosemont - Petite-Patrie",300340.65,5044891.72
803,"Sherbrooke","Jardin Botanique","Rosemont - Petite-Patrie",300556.72,5046278.5
805,"Sherbrooke","Viau","Mercier - Hochelaga - Maisonneuve",300551.65,5047271.55
808,"5 e Avenue","Masson","Rosemont - Petite-Patrie",298924.09,5045293.6
809,"5 e Avenue","Rosemont","Rosemont - Petite-Patrie",298297.78,5045557.1
811,"8 e Avenue","Masson","Rosemont - Petite-Patrie",299004.63,5045478.27
812,"Greene","Ste-Émilie/Sortie tun Atwater","Sud-Ouest",298713.94,5037749
814,"Henri-Bourassa Est","10 905 (Institut Pinel)","Rivières-des-Prairies - Pointe-aux-Trembles",302282.22,5057154
816,"Chabot","Crémazie Ouest","Villeray - Saint-Michel - Parc-Extension",295461.67,5046199.43
817,"13 e Avenue","Jean-Talon","Rosemont - Petite-Patrie",297223.68,5046711.53
818,"15 e Avenue","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",297333.6,5046885.65
819,"15 e Avenue","Rosemont","Rosemont - Petite-Patrie",298705.62,5046225.17
822,"16 e Avenue","Masson","Rosemont - Petite-Patrie",299243.44,5046080.13
823,"1 ere Avenue","Beaubien","Rosemont - Petite-Patrie",297743.59,5045608.09
824,"16 e Avenue","Saint-Zotique","Rosemont - Petite-Patrie",297996.59,5046633.54
827,"26 e Avenue","Beaubien","Rosemont - Petite-Patrie",298735.76,5047226.8
829,"28 e Avenue","Rosemont","Rosemont - Petite-Patrie",299277.75,5047146.49
830,"31 e Avenue","Beaubien","Rosemont - Petite-Patrie",298929.85,5047540.18
831,"31 e Avenue","Saint-Zotique","Rosemont - Petite-Patrie",298633.83,5047671
833,"42 e Avenue","Rosemont","Rosemont - Petite-Patrie",299842.12,5048046.13
834,"30 e Avenue","Bélanger","Rosemont - Petite-Patrie",298295.16,5047739.57
835,"Assomption","Beaubien","Rosemont - Petite-Patrie",299508.48,5048483.08
838,"Assomption","Rosemont","Rosemont - Petite-Patrie",299910.48,5048285.77
839,"Assomption","Saint-Zotique","Rosemont - Petite-Patrie",299216.96,5048626.25
840,"Beaubien","Beaubien (pl)","Mercier - Hochelaga - Maisonneuve",299830.59,5049234.82
842,"Beaubien","Pie-IX","Rosemont - Petite-Patrie",298578.85,5046967.19
843,"Beaubien","Saint-Michel","Rosemont - Petite-Patrie",298063.75,5046131.84
845,"Bélair","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",297358.78,5046433.82
846,"Bélanger","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",297463.89,5046387.35
847,"Bélanger","Viau","Rosemont - Petite-Patrie",298564.16,5048180.5
848,"Bellechasse","Pie-IX","Rosemont - Petite-Patrie",298871.41,5046837.9
849,"Bellechasse","Saint-Michel","Rosemont - Petite-Patrie",298359.08,5046003.59
851,"Bourbonnière","Dandurand","Rosemont - Petite-Patrie",299117.95,5046400.03
853,"Bourbonnière","Masson","Rosemont - Petite-Patrie",299330.28,5046302.95
854,"Bourbonnière","Rosemont","Rosemont - Petite-Patrie",298877.63,5046507.14
856,"Dandurand","Pie-IX","Rosemont - Petite-Patrie",299242.42,5046669.78
857,"Dandurand","Saint-Michel","Rosemont - Petite-Patrie",298846.05,5045779.61
858,"Jean-Talon","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",297122.12,5046551.59
860,"Laurier","Pie-IX","Rosemont - Petite-Patrie",299678.37,5046468.62
862,"Masson","Pie-IX","Rosemont - Petite-Patrie",299454.83,5046571.66
863,"Masson","Saint-Michel","Rosemont - Petite-Patrie",299088.84,5045676.67
864,"Mont-Royal","Pie-IX","Rosemont - Petite-Patrie",300201.98,5046230.18
865,"Pie-IX","Rosemont","Rosemont - Petite-Patrie",299035.67,5046764.76
866,"Pie-IX","Saint-Joseph","Rosemont - Petite-Patrie",299902.95,5046366.43
867,"Pie-IX","Saint-Zotique","Rosemont - Petite-Patrie",298282.2,5047099.07
868,"Rosemont","Saint-Michel","Rosemont - Petite-Patrie",298522.77,5045926.74
870,"Saint-Joseph","Saint-Michel","Rosemont - Petite-Patrie",299470.96,5045514.16
871,"Saint-Michel","Saint-Zotique","Rosemont - Petite-Patrie",297766.68,5046257.58
872,"Saint-Michel","Shaugnessy","Villeray - Saint-Michel - Parc-Extension",297032.9,5046607.53
873,"Saint-Michel","Villeray","Villeray - Saint-Michel - Parc-Extension",296698.65,5046818.74
874,"Saint-Zotique","Viau","Rosemont - Petite-Patrie",298865.07,5048047.58
875,"Sorbiers","Viau","Rosemont - Petite-Patrie",299914.94,5047569.69
876,"Golf (Boul. du)","Henri-Bourassa Est","Rivières-des-Prairies - Pointe-aux-Trembles",298781.06,5054270.06
877,"6 e Avenue","Crémazie inter. Nord","Villeray - Saint-Michel - Parc-Extension",296259.84,5046708
878,"6 e Avenue","Crémazie inter. Sud","Villeray - Saint-Michel - Parc-Extension",296305.4,5046682
879,"9 e Avenue","Jarry","Villeray - Saint-Michel - Parc-Extension",296167.73,5046977.12
884,"Émile-Journault","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",295100.48,5047827.87
886,"Jarry","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",296248.58,5047104.26
887,"Legendre","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",294852.82,5047981.52
888,"Louvain","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",294619.01,5048128.95
889,"Robert","Saint-Michel inter. Nord","Villeray - Saint-Michel - Parc-Extension",295548.3,5047543.5
890,"Robert","Saint-Michel inter. Sud","Villeray - Saint-Michel - Parc-Extension",295592.34,5047516
893,"26 e Avenue","Bélanger","Rosemont - Petite-Patrie",298142.36,5047491.07
894,"39 e Rue","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295684.31,5048657.52
895,"43 e Rue","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295476.51,5048788.87
896,"47 e Rue","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295268.22,5048920.25
897,"Bélair","Pie-IX","Villeray - Saint-Michel - Parc-Extension",297884.12,5047273.91
898,"Bélanger","Pie-IX","Villeray - Saint-Michel - Parc-Extension",297983.25,5047231.38
900,"Denis-Papin","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295895.5,5048522.96
901,"Everett","Pie-IX","Villeray - Saint-Michel - Parc-Extension",297470.4,5047532.49
902,"Grandes-Prairies","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295002.34,5049087.31
903,"Hérelle","Pie-IX","Villeray - Saint-Michel - Parc-Extension",296579.35,5048093.44
904,"Jarry","Pie-IX","Villeray - Saint-Michel - Parc-Extension",296790.06,5047961.39
905,"Jean-Rivard","Pie-IX","Villeray - Saint-Michel - Parc-Extension",296371.64,5048225.98
906,"Jean-Talon","Pie-IX","Villeray - Saint-Michel - Parc-Extension",297668.26,5047407.54
907,"Pie-IX","Robert","Villeray - Saint-Michel - Parc-Extension",296159.72,5048358.23
908,"Pie-IX","Villeray","Villeray - Saint-Michel - Parc-Extension",297237.21,5047679.83
910,"Assomption","Sherbrooke","Rosemont - Petite-Patrie",300819.82,5047844.38
911,"Baldwin","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302383.15,5051481.06
912,"Bossuet","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301125.39,5048485.97
914,"Cadillac","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301156.18,5048551.01
916,"Boucherville","Curatteau (pl) inter. Est","Mercier - Hochelaga - Maisonneuve",301661.71,5050478.06
917,"Boucherville","Curatteau (pl) inter. Ouest","Mercier - Hochelaga - Maisonneuve",301641.39,5050401.46
920,"Dickson","Sherbrooke","Mercier - Hochelaga - Maisonneuve",300977.16,5048174.1
922,"Fletcher","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302725.5,5052330.36
923,"Granby","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301364.36,5049037.84
924,"Groseillers","Radisson/Sherbrooke","Mercier - Hochelaga - Maisonneuve",301715.85,5049885.17
925,"Haig","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301582.64,5049563.04
928,"Honoré-Beaugrand","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302067.27,5050732.14
